product_id,brand_name,product_name,sku,srp,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,cases_per_pallet,shelf_width,shelf_height,shelf_depth,product_subcategory,product_category,product_department,product_family
1478,Fort West,Fort West Buttered Popcorn,59005616307,2.66,9.31,7.31,0,1,7,6,14.4,20.8,14.7,Popcorn,Snack Foods,Snack Foods,Food
1479,Fort West,Fort West No Salt Popcorn,49392418265,1.46,18.3,16.2,1,1,24,5,19.9,6.15,16.3,Popcorn,Snack Foods,Snack Foods,Food
1480,Fort West,Fort West Low Fat Popcorn,52873635888,1.44,21.2,19.2,0,1,32,6,18.8,16.7,12.1,Popcorn,Snack Foods,Snack Foods,Food
232,Best Choice,Best Choice Salsa Dip,17894883751,2.63,16.1,15.1,0,0,16,9,17.4,3.75,22.6,Dips,Snack Foods,Snack Foods,Food
233,Best Choice,Best Choice Avocado Dip,98498150706,2.46,18.6,16.6,1,0,1,9,12.4,21.9,11.2,Dips,Snack Foods,Snack Foods,Food
235,Best Choice,Best Choice Cheese Dip,90079469084,3.55,11.5,8.5,0,0,35,10,7.91,22.0,14.7,Dips,Snack Foods,Snack Foods,Food
236,Best Choice,Best Choice Fondue Mix,98134089112,1.81,10.8,8.8,0,1,7,13,17.0,11.1,6.88,Dips,Snack Foods,Snack Foods,Food
543,Fast,Fast Salsa Dip,18164381384,1.64,8.05,6.05,0,0,30,6,10.0,22.0,15.4,Dips,Snack Foods,Snack Foods,Food
544,Fast,Fast Avocado Dip,85673232674,2.95,16.1,14.1,1,0,12,9,20.7,21.7,9.83,Dips,Snack Foods,Snack Foods,Food
546,Fast,Fast Cheese Dip,84114654660,2.78,14.7,12.6,0,0,30,9,20.6,4.52,6.4,Dips,Snack Foods,Snack Foods,Food
547,Fast,Fast Fondue Mix,69928054213,2.31,9.02,7.02,1,0,15,10,14.5,19.9,12.5,Dips,Snack Foods,Snack Foods,Food
854,Nationeel,Nationeel Salsa Dip,38604863286,1.6,10.9,7.89,1,0,11,8,17.7,14.5,12.2,Dips,Snack Foods,Snack Foods,Food
855,Nationeel,Nationeel Avocado Dip,28991665244,2.41,10.2,8.19,0,1,25,5,16.9,18.0,21.7,Dips,Snack Foods,Snack Foods,Food
857,Nationeel,Nationeel Cheese Dip,58195320963,2.22,11.7,8.69,1,0,9,5,15.8,17.6,17.6,Dips,Snack Foods,Snack Foods,Food
858,Nationeel,Nationeel Fondue Mix,30914304852,2.22,6.98,5.98,0,0,5,8,4.22,20.8,20.9,Dips,Snack Foods,Snack Foods,Food
1170,Horatio,Horatio Salsa Dip,38417537808,2.65,21.8,20.7,1,0,7,10,18.8,21.4,11.2,Dips,Snack Foods,Snack Foods,Food
1171,Horatio,Horatio Avocado Dip,90328807234,3.18,12.0,9.0,0,1,31,8,12.2,19.9,3.69,Dips,Snack Foods,Snack Foods,Food
1173,Horatio,Horatio Cheese Dip,86483528017,2.31,7.04,5.03,0,0,3,9,17.5,20.9,11.9,Dips,Snack Foods,Snack Foods,Food
1174,Horatio,Horatio Fondue Mix,30726979374,2.27,19.6,17.6,0,0,6,11,12.8,3.19,19.8,Dips,Snack Foods,Snack Foods,Food
1481,Fort West,Fort West Salsa Dip,12498204112,1.93,10.5,9.5,1,1,34,5,7.58,12.9,9.92,Dips,Snack Foods,Snack Foods,Food
1482,Fort West,Fort West Avocado Dip,51315057873,0.6,19.9,17.8,1,0,24,5,5.64,18.2,13.8,Dips,Snack Foods,Snack Foods,Food
1484,Fort West,Fort West Cheese Dip,78232012391,0.66,11.2,9.19,1,0,9,11,18.1,6.0,7.83,Dips,Snack Foods,Snack Foods,Food
1485,Fort West,Fort West Fondue Mix,55115072131,1.5,8.76,6.76,1,0,6,10,6.77,22.7,22.9,Dips,Snack Foods,Snack Foods,Food
234,Best Choice,Best Choice Salted Pretzels,71217134594,2.7,14.4,12.3,0,1,17,5,22.1,17.5,9.5,Pretzels,Snack Foods,Snack Foods,Food
545,Fast,Fast Salted Pretzels,78346735835,1.45,19.1,16.1,1,1,35,8,18.2,5.58,3.27,Pretzels,Snack Foods,Snack Foods,Food
856,Nationeel,Nationeel Salted Pretzels,32472882866,2.39,15.5,13.5,1,1,9,8,14.3,17.6,17.0,Pretzels,Snack Foods,Snack Foods,Food
1172,Horatio,Horatio Salted Pretzels,65334492325,2.77,18.7,16.7,0,0,23,10,16.4,18.4,3.48,Pretzels,Snack Foods,Snack Foods,Food
1483,Fort West,Fort West Salted Pretzels,70177392363,2.13,11.0,10.0,1,1,20,8,3.46,10.1,6.02,Pretzels,Snack Foods,Snack Foods,Food
237,Best Choice,Best Choice Mini Donuts,86234189867,2.68,21.6,19.6,1,1,23,14,12.0,9.93,12.8,Donuts,Snack Foods,Snack Foods,Food
239,Best Choice,Best Choice Chocolate Donuts,86962313055,2.21,16.5,14.5,1,1,5,14,22.7,17.9,10.7,Donuts,Snack Foods,Snack Foods,Food
252,Best Choice,Best Choice Frosted Donuts,20771971344,2.71,20.7,17.7,0,0,2,6,6.65,13.7,4.18,Donuts,Snack Foods,Snack Foods,Food
548,Fast,Fast Mini Donuts,44933739304,2.9,8.39,5.39,1,1,34,13,22.5,15.7,14.6,Donuts,Snack Foods,Snack Foods,Food
550,Fast,Fast Chocolate Donuts,76424096226,2.4,10.7,8.69,0,0,30,13,7.09,10.8,15.1,Donuts,Snack Foods,Snack Foods,Food
563,Fast,Fast Frosted Donuts,58927478194,1.68,19.9,18.8,0,1,31,9,6.76,7.11,19.5,Donuts,Snack Foods,Snack Foods,Food
859,Nationeel,Nationeel Mini Donuts,49776639342,1.31,16.3,14.2,0,0,16,7,5.3,13.0,22.3,Donuts,Snack Foods,Snack Foods,Food
861,Nationeel,Nationeel Chocolate Donuts,45931360125,2.45,8.95,6.94,0,0,25,11,4.78,8.6,15.8,Donuts,Snack Foods,Snack Foods,Food
874,Nationeel,Nationeel Frosted Donuts,42347810864,1.59,11.4,10.3,0,0,28,8,20.9,20.1,14.4,Donuts,Snack Foods,Snack Foods,Food
1175,Horatio,Horatio Mini Donuts,21113781332,1.73,7.57,6.57,1,0,23,8,13.4,18.1,8.04,Donuts,Snack Foods,Snack Foods,Food
1177,Horatio,Horatio Chocolate Donuts,50317437052,1.54,8.44,5.43,0,1,16,13,13.9,7.69,9.0,Donuts,Snack Foods,Snack Foods,Food
1190,Horatio,Horatio Frosted Donuts,19462731480,1.3,11.8,8.8,0,1,27,12,5.82,4.95,12.2,Donuts,Snack Foods,Snack Foods,Food
1486,Fort West,Fort West Mini Donuts,32407458424,1.78,19.0,18.0,1,0,31,13,10.7,12.6,6.64,Donuts,Snack Foods,Snack Foods,Food
1488,Fort West,Fort West Chocolate Donuts,26275478005,2.34,12.2,9.19,0,1,34,10,21.4,10.5,14.9,Donuts,Snack Foods,Snack Foods,Food
1501,Fort West,Fort West Frosted Donuts,55067865252,2.52,10.0,8.0,1,0,32,10,10.4,21.4,17.9,Donuts,Snack Foods,Snack Foods,Food
238,Best Choice,Best Choice Beef Jerky,63526576161,1.97,8.17,5.17,0,1,32,8,17.0,13.7,3.98,Dried Meat,Snack Foods,Snack Foods,Food
549,Fast,Fast Beef Jerky,66082774996,1.68,10.5,9.5,1,0,34,10,13.3,19.4,8.37,Dried Meat,Snack Foods,Snack Foods,Food
860,Nationeel,Nationeel Beef Jerky,57831259369,2.34,17.0,15.0,1,1,31,11,21.2,21.1,18.9,Dried Meat,Snack Foods,Snack Foods,Food
1176,Horatio,Horatio Beef Jerky,90692868828,1.71,9.63,7.63,1,1,11,11,16.2,5.26,9.27,Dried Meat,Snack Foods,Snack Foods,Food
1487,Fort West,Fort West Beef Jerky,79745325446,0.95,13.8,12.8,1,0,6,12,5.19,4.78,7.65,Dried Meat,Snack Foods,Snack Foods,Food
243,Best Choice,Best Choice Dried Apples,72628116011,2.11,6.6,3.59,1,1,6,11,16.6,20.2,16.7,Dried Fruit,Snack Foods,Snack Foods,Food
244,Best Choice,Best Choice Apple Fruit Roll,47633801102,2.7,7.29,4.28,1,1,22,5,12.5,8.36,13.4,Dried Fruit,Snack Foods,Snack Foods,Food
245,Best Choice,Best Choice Strawberry Fruit Roll,68782836794,1.49,9.9,6.89,0,0,19,6,5.81,17.6,12.0,Dried Fruit,Snack Foods,Snack Foods,Food
246,Best Choice,Best Choice Raspberry Fruit Roll,13026288151,3.21,18.8,17.7,1,0,22,7,22.9,8.59,11.1,Dried Fruit,Snack Foods,Snack Foods,Food
247,Best Choice,Best Choice Grape Fruit Roll,93413090109,1.78,13.0,10.0,0,0,17,9,8.47,14.1,12.1,Dried Fruit,Snack Foods,Snack Foods,Food
248,Best Choice,Best Choice Dried Dates,72992177605,0.86,14.7,12.6,1,1,26,10,7.37,4.48,8.54,Dried Fruit,Snack Foods,Snack Foods,Food
249,Best Choice,Best Choice Raisins,32616745829,1.59,20.0,18.0,0,0,28,9,16.1,20.6,6.27,Dried Fruit,Snack Foods,Snack Foods,Food
250,Best Choice,Best Choice Golden Raisins,95335729718,2.59,13.4,12.3,0,0,18,9,14.2,6.05,10.2,Dried Fruit,Snack Foods,Snack Foods,Food
251,Best Choice,Best Choice Dried Apricots,78815221190,2.44,18.6,16.6,0,0,14,12,3.88,6.7,22.9,Dried Fruit,Snack Foods,Snack Foods,Food
554,Fast,Fast Dried Apples,57516496777,3.14,13.1,12.1,1,0,34,6,17.3,14.4,6.85,Dried Fruit,Snack Foods,Snack Foods,Food
555,Fast,Fast Apple Fruit Roll,76378831267,2.88,19.3,18.2,1,0,18,14,10.6,12.9,19.2,Dried Fruit,Snack Foods,Snack Foods,Food
556,Fast,Fast Strawberry Fruit Roll,18335581421,3.25,11.3,8.3,1,0,24,10,3.95,17.1,3.67,Dried Fruit,Snack Foods,Snack Foods,Food
557,Fast,Fast Raspberry Fruit Roll,72533552050,1.36,18.4,15.3,0,0,18,10,20.8,4.53,20.8,Dried Fruit,Snack Foods,Snack Foods,Food
558,Fast,Fast Grape Fruit Roll,49825938344,0.8,15.0,13.0,0,1,21,13,16.0,6.79,8.77,Dried Fruit,Snack Foods,Snack Foods,Food
559,Fast,Fast Dried Dates,97163805365,3.78,19.9,17.8,0,1,20,7,20.7,17.3,6.64,Dried Fruit,Snack Foods,Snack Foods,Food
560,Fast,Fast Raisins,43693957924,1.2,15.0,12.0,0,1,5,12,6.55,7.06,5.45,Dried Fruit,Snack Foods,Snack Foods,Food
561,Fast,Fast Golden Raisins,36367461085,0.77,15.7,13.6,1,1,9,9,12.4,20.7,4.61,Dried Fruit,Snack Foods,Snack Foods,Food
562,Fast,Fast Dried Apricots,42135379910,0.59,17.8,15.7,0,0,21,10,13.8,5.58,20.8,Dried Fruit,Snack Foods,Snack Foods,Food
865,Nationeel,Nationeel Dried Apples,88548228144,2.79,9.63,7.63,1,0,22,11,12.6,6.39,3.2,Dried Fruit,Snack Foods,Snack Foods,Food
866,Nationeel,Nationeel Apple Fruit Roll,94316146969,3.46,11.2,10.1,0,1,26,14,13.2,16.7,14.5,Dried Fruit,Snack Foods,Snack Foods,Food
867,Nationeel,Nationeel Strawberry Fruit Roll,56227416396,1.88,12.3,11.3,1,1,23,8,12.5,19.4,8.48,Dried Fruit,Snack Foods,Snack Foods,Food
868,Nationeel,Nationeel Raspberry Fruit Roll,31233101487,3.58,14.4,12.3,1,0,5,13,15.3,6.52,9.72,Dried Fruit,Snack Foods,Snack Foods,Food
869,Nationeel,Nationeel Grape Fruit Roll,52382137179,2.12,17.0,15.0,1,0,15,5,9.3,11.4,8.3,Dried Fruit,Snack Foods,Snack Foods,Food
870,Nationeel,Nationeel Dried Dates,86625588536,1.97,20.0,18.0,1,0,9,12,14.8,11.8,14.2,Dried Fruit,Snack Foods,Snack Foods,Food
871,Nationeel,Nationeel Raisins,40425171256,2.54,17.1,14.1,1,1,9,12,22.4,5.29,9.54,Dried Fruit,Snack Foods,Snack Foods,Food
872,Nationeel,Nationeel Golden Raisins,43906388878,2.52,19.2,16.2,0,0,9,5,4.08,19.0,20.7,Dried Fruit,Snack Foods,Snack Foods,Food
873,Nationeel,Nationeel Dried Apricots,69628826975,2.35,13.4,12.3,0,0,17,6,18.8,18.9,21.9,Dried Fruit,Snack Foods,Snack Foods,Food
1181,Horatio,Horatio Dried Apples,92670633196,1.77,20.9,19.8,1,0,15,5,14.4,9.72,17.5,Dried Fruit,Snack Foods,Snack Foods,Food
1182,Horatio,Horatio Apple Fruit Roll,69963019490,1.4,7.87,6.86,0,0,27,8,21.8,19.0,13.4,Dried Fruit,Snack Foods,Snack Foods,Food
1183,Horatio,Horatio Strawberry Fruit Roll,27300886511,1.54,7.71,6.71,1,1,25,9,21.9,17.1,7.92,Dried Fruit,Snack Foods,Snack Foods,Food
1184,Horatio,Horatio Raspberry Fruit Roll,63831039071,2.84,11.1,8.1,0,1,22,12,11.5,3.2,13.7,Dried Fruit,Snack Foods,Snack Foods,Food
1185,Horatio,Horatio Grape Fruit Roll,56504542231,1.35,16.4,14.3,1,0,6,7,18.4,10.5,21.4,Dried Fruit,Snack Foods,Snack Foods,Food
1186,Horatio,Horatio Dried Dates,62272461056,1.68,9.01,6.01,1,0,32,10,12.0,22.4,5.67,Dried Fruit,Snack Foods,Snack Foods,Food
1187,Horatio,Horatio Raisins,12966689467,2.2,17.9,15.8,1,0,8,11,19.1,18.9,7.26,Dried Fruit,Snack Foods,Snack Foods,Food
1188,Horatio,Horatio Golden Raisins,77972374558,1.79,18.6,16.6,1,1,27,7,6.34,19.3,8.82,Dried Fruit,Snack Foods,Snack Foods,Food
1189,Horatio,Horatio Dried Apricots,99121410250,0.76,12.4,10.3,0,0,8,10,16.9,4.72,15.1,Dried Fruit,Snack Foods,Snack Foods,Food
1492,Fort West,Fort West Dried Apples,51633854508,1.52,12.4,10.3,1,1,23,13,8.44,13.8,17.4,Dried Fruit,Snack Foods,Snack Foods,Food
1493,Fort West,Fort West Apple Fruit Roll,72782890200,3.96,6.78,4.78,0,1,13,11,20.6,9.32,8.57,Dried Fruit,Snack Foods,Snack Foods,Food
1494,Fort West,Fort West Strawberry Fruit Roll,47741368412,1.68,18.4,15.3,0,1,17,8,11.4,18.1,16.8,Dried Fruit,Snack Foods,Snack Foods,Food
1495,Fort West,Fort West Raspberry Fruit Roll,38128170371,3.48,15.3,12.3,1,1,12,12,16.2,9.09,12.5,Dried Fruit,Snack Foods,Snack Foods,Food
1496,Fort West,Fort West Grape Fruit Roll,41609387993,2.47,20.1,19.1,0,0,34,11,13.7,7.48,12.9,Dried Fruit,Snack Foods,Snack Foods,Food
1497,Fort West,Fort West Dried Dates,67331826090,3.29,12.1,10.1,0,0,16,9,16.2,21.6,19.7,Dried Fruit,Snack Foods,Snack Foods,Food
1498,Fort West,Fort West Raisins,40050809979,2.3,8.32,6.31,0,0,23,8,7.94,4.99,12.8,Dried Fruit,Snack Foods,Snack Foods,Food
1499,Fort West,Fort West Golden Raisins,58913144469,1.39,7.18,6.17,0,0,14,9,4.74,22.9,17.6,Dried Fruit,Snack Foods,Snack Foods,Food
1500,Fort West,Fort West Dried Apricots,66967764496,2.41,9.79,8.78,1,1,19,11,8.07,6.74,13.6,Dried Fruit,Snack Foods,Snack Foods,Food
253,Choice,Choice Tasty Candy Bar,74969941973,0.89,18.2,15.2,0,1,34,14,15.3,10.5,19.3,Chocolate Candy,Candy,Snacks,Food
254,Choice,Choice Mint Chocolate Bar,76164458394,0.56,11.6,8.6,0,1,33,7,6.13,19.3,8.18,Chocolate Candy,Candy,Snacks,Food
255,Choice,Choice Malted Milk Balls,99600195288,0.64,8.65,6.64,0,1,34,6,13.6,12.7,3.48,Chocolate Candy,Candy,Snacks,Food
256,Choice,Choice Semi-Sweet Chocolate Bar,46130347847,2.65,21.7,20.7,1,0,28,14,10.0,18.3,11.2,Chocolate Candy,Candy,Snacks,Food
260,Choice,Choice White Chocolate Bar,36369553208,1.84,21.9,18.8,0,0,16,7,17.0,21.6,13.7,Chocolate Candy,Candy,Snacks,Food
564,Atomic,Atomic Tasty Candy Bar,10031033158,0.66,17.9,15.8,1,1,9,13,7.18,8.35,17.0,Chocolate Candy,Candy,Snacks,Food
565,Atomic,Atomic Mint Chocolate Bar,55082198977,0.9,10.9,9.89,1,0,9,11,12.9,22.5,13.6,Chocolate Candy,Candy,Snacks,Food
566,Atomic,Atomic Malted Milk Balls,65423520207,1.78,13.9,10.8,0,0,20,13,20.3,11.9,9.61,Chocolate Candy,Candy,Snacks,Food
567,Atomic,Atomic Semi-Sweet Chocolate Bar,55810322165,2.35,15.9,13.8,1,1,35,13,4.46,5.77,13.2,Chocolate Candy,Candy,Snacks,Food
571,Atomic,Atomic White Chocolate Bar,65114583373,1.25,10.4,8.39,0,0,31,8,6.66,17.6,7.45,Chocolate Candy,Candy,Snacks,Food
875,Thresher,Thresher Tasty Candy Bar,61210145354,3.44,17.5,16.5,1,1,26,10,6.35,6.51,11.8,Chocolate Candy,Candy,Snacks,Food
876,Thresher,Thresher Mint Chocolate Bar,69264765381,1.71,20.9,17.8,0,1,23,12,15.9,12.5,17.6,Chocolate Candy,Candy,Snacks,Food
877,Thresher,Thresher Malted Milk Balls,57364866137,1.58,10.3,8.3,1,0,7,7,22.8,19.8,5.32,Chocolate Candy,Candy,Snacks,Food
878,Thresher,Thresher Semi-Sweet Chocolate Bar,34657252430,1.87,18.8,17.7,1,0,4,5,16.5,11.8,9.55,Chocolate Candy,Candy,Snacks,Food
882,Thresher,Thresher White Chocolate Bar,15749652981,2.49,11.5,9.5,1,1,26,9,5.17,5.5,14.7,Chocolate Candy,Candy,Snacks,Food
1191,Musial,Musial Tasty Candy Bar,99849533438,2.1,19.7,16.7,1,0,33,10,9.17,3.56,14.0,Chocolate Candy,Candy,Snacks,Food
1192,Musial,Musial Mint Chocolate Bar,13330751061,0.98,13.5,12.5,0,1,9,7,10.9,16.7,7.89,Chocolate Candy,Candy,Snacks,Food
1193,Musial,Musial Malted Milk Balls,62955319285,0.89,13.8,10.8,0,1,22,5,13.2,11.4,12.1,Chocolate Candy,Candy,Snacks,Food
1194,Musial,Musial Semi-Sweet Chocolate Bar,11772173047,2.81,19.6,17.6,0,0,3,6,12.5,9.92,7.27,Chocolate Candy,Candy,Snacks,Food
1198,Musial,Musial White Chocolate Bar,58962443470,3.43,16.0,14.0,0,0,13,8,14.8,20.8,5.8,Chocolate Candy,Candy,Snacks,Food
1502,Gulf Coast,Gulf Coast Tasty Candy Bar,21143210530,2.81,7.11,6.11,1,1,3,11,8.06,9.32,10.7,Chocolate Candy,Candy,Snacks,Food
1503,Gulf Coast,Gulf Coast Mint Chocolate Bar,44578947424,2.94,21.9,19.8,1,0,22,6,16.1,19.5,20.4,Chocolate Candy,Candy,Snacks,Food
1504,Gulf Coast,Gulf Coast Malted Milk Balls,15011230111,1.59,21.8,19.7,1,0,10,11,6.15,3.18,17.3,Chocolate Candy,Candy,Snacks,Food
1505,Gulf Coast,Gulf Coast Semi-Sweet Chocolate Bar,97684733271,2.75,14.7,11.6,0,0,3,10,13.3,8.52,13.9,Chocolate Candy,Candy,Snacks,Food
1509,Gulf Coast,Gulf Coast White Chocolate Bar,61518642306,2.98,19.3,17.2,1,0,24,12,3.98,9.94,15.0,Chocolate Candy,Candy,Snacks,Food
257,Choice,Choice Bubble Gum,62705981135,0.53,6.89,5.88,0,1,5,5,18.2,17.6,15.3,Gum,Candy,Snacks,Food
568,Atomic,Atomic Bubble Gum,59291539788,3.33,11.2,8.19,0,1,18,13,11.5,6.82,11.6,Gum,Candy,Snacks,Food
879,Thresher,Thresher Bubble Gum,58092989325,1.11,11.7,9.69,1,1,9,11,3.56,8.31,11.1,Gum,Candy,Snacks,Food
1195,Musial,Musial Bubble Gum,30634507536,1.66,8.49,6.48,1,0,19,14,19.0,9.42,15.1,Gum,Candy,Snacks,Food
1506,Gulf Coast,Gulf Coast Bubble Gum,13452652096,3.43,13.2,10.1,0,0,5,11,16.0,6.46,21.3,Gum,Candy,Snacks,Food
258,Choice,Choice Spicy Mints,68473899960,1.72,18.6,16.6,1,0,27,7,7.26,17.5,13.5,Hard Candy,Candy,Snacks,Food
259,Choice,Choice Mints,61363868117,1.9,18.4,17.3,1,0,20,14,7.38,15.6,7.96,Hard Candy,Candy,Snacks,Food
569,Atomic,Atomic Spicy Mints,18916108012,3.16,7.79,5.78,1,1,33,13,16.9,3.52,17.0,Hard Candy,Candy,Snacks,Food
570,Atomic,Atomic Mints,57732961773,2.16,17.5,15.5,0,1,32,9,19.6,21.1,5.86,Hard Candy,Candy,Snacks,Food
880,Thresher,Thresher Spicy Mints,83406100869,3.65,11.1,8.1,0,0,34,11,10.8,8.53,13.2,Hard Candy,Candy,Snacks,Food
881,Thresher,Thresher Mints,99981734156,1.81,7.2,5.19,0,0,7,7,10.9,17.1,14.2,Hard Candy,Candy,Snacks,Food
1196,Musial,Musial Spicy Mints,27472086548,2.92,14.6,12.6,0,0,5,10,14.3,21.3,14.9,Hard Candy,Candy,Snacks,Food
1197,Musial,Musial Mints,81670057177,3.14,10.3,7.3,0,0,15,12,13.7,13.5,20.7,Hard Candy,Candy,Snacks,Food
1507,Gulf Coast,Gulf Coast Spicy Mints,65363921523,1.84,18.9,16.8,1,0,14,8,7.0,19.3,8.9,Hard Candy,Candy,Snacks,Food
1508,Gulf Coast,Gulf Coast Mints,40369606614,3.54,10.9,7.89,1,0,33,13,18.4,14.6,3.27,Hard Candy,Candy,Snacks,Food
261,Medalist,Medalist Ravioli,57518588900,3.38,17.5,14.5,1,0,5,6,9.16,17.2,4.39,Pasta,Starchy Foods,Starchy Foods,Food
262,Medalist,Medalist Manicotti,91762040257,1.34,21.0,20.0,1,0,31,9,17.4,21.1,5.19,Pasta,Starchy Foods,Starchy Foods,Food
263,Medalist,Medalist Spaghetti,82148842215,3.8,13.9,11.8,1,0,1,7,4.53,17.5,6.78,Pasta,Starchy Foods,Starchy Foods,Food
572,Shady Lake,Shady Lake Ravioli,73169203400,2.51,8.94,5.93,0,0,11,9,9.85,22.2,19.8,Pasta,Starchy Foods,Starchy Foods,Food
573,Shady Lake,Shady Lake Manicotti,61269304156,3.39,19.7,18.7,1,1,9,10,4.48,3.23,15.8,Pasta,Starchy Foods,Starchy Foods,Food
574,Shady Lake,Shady Lake Spaghetti,38561690449,2.67,19.0,17.0,1,0,29,11,13.4,3.46,12.9,Pasta,Starchy Foods,Starchy Foods,Food
883,Monarch,Monarch Ravioli,67660922408,2.9,8.2,5.19,1,0,18,10,8.85,22.2,5.2,Pasta,Starchy Foods,Starchy Foods,Food
884,Monarch,Monarch Manicotti,42666607499,2.6,13.0,10.0,0,0,22,12,5.3,7.26,15.5,Pasta,Starchy Foods,Starchy Foods,Food
885,Monarch,Monarch Spaghetti,63815643191,1.38,13.3,11.3,1,1,35,10,7.64,21.9,19.8,Pasta,Starchy Foods,Starchy Foods,Food
888,Discover,Discover Ravioli,68024984002,0.88,8.06,6.06,0,1,5,6,8.42,13.5,14.6,Pasta,Starchy Foods,Starchy Foods,Food
889,Discover,Discover Manicotti,58628250956,1.61,16.0,14.0,1,0,7,5,22.4,17.8,16.4,Pasta,Starchy Foods,Starchy Foods,Food
890,Discover,Discover Spaghetti,31347234845,2.61,21.7,20.7,1,1,6,10,3.54,5.15,21.5,Pasta,Starchy Foods,Starchy Foods,Food
1199,Colossal,Colossal Ravioli,16300310492,2.56,8.6,6.6,0,1,10,7,17.9,20.6,22.5,Pasta,Starchy Foods,Starchy Foods,Food
1200,Colossal,Colossal Manicotti,52830463051,1.87,14.7,13.6,1,0,23,9,21.2,4.63,17.4,Pasta,Starchy Foods,Starchy Foods,Food
1201,Colossal,Colossal Spaghetti,45503966212,3.37,21.9,19.8,1,0,12,8,17.8,14.2,4.63,Pasta,Starchy Foods,Starchy Foods,Food
1510,Jardon,Jardon Ravioli,95762093663,0.96,17.7,15.7,1,1,9,7,8.47,16.7,12.3,Pasta,Starchy Foods,Starchy Foods,Food
1511,Jardon,Jardon Manicotti,49561676383,1.2,11.5,9.5,1,1,22,5,11.9,14.4,18.5,Pasta,Starchy Foods,Starchy Foods,Food
1512,Jardon,Jardon Spaghetti,53042894005,0.54,13.7,10.6,1,0,28,13,12.8,12.6,9.81,Pasta,Starchy Foods,Starchy Foods,Food
264,Medalist,Medalist Thai Rice,61727929711,2.78,18.7,16.7,1,1,24,6,22.0,15.9,7.16,Rice,Starchy Foods,Starchy Foods,Food
265,Medalist,Medalist Rice Medly,21352497935,3.61,10.7,9.69,1,1,6,13,4.52,10.1,14.0,Rice,Starchy Foods,Starchy Foods,Food
575,Shady Lake,Shady Lake Thai Rice,85899557471,2.81,11.0,8.0,1,1,26,7,7.64,16.5,9.69,Rice,Starchy Foods,Starchy Foods,Food
576,Shady Lake,Shady Lake Rice Medly,32429710030,0.7,18.6,16.6,1,1,11,12,16.2,8.5,9.2,Rice,Starchy Foods,Starchy Foods,Food
886,Monarch,Monarch Thai Rice,98059094548,3.11,8.44,6.43,0,0,7,6,17.1,18.6,13.2,Rice,Starchy Foods,Starchy Foods,Food
887,Monarch,Monarch Rice Medly,88445896506,1.8,13.2,11.1,0,0,24,5,3.7,18.1,21.1,Rice,Starchy Foods,Starchy Foods,Food
891,Discover,Discover Thai Rice,26307439208,2.47,19.3,17.2,0,0,9,13,12.0,13.0,21.6,Rice,Starchy Foods,Starchy Foods,Food
892,Discover,Discover Rice Medly,58264189362,2.73,14.5,13.5,1,0,27,9,20.6,5.19,20.0,Rice,Starchy Foods,Starchy Foods,Food
1202,Colossal,Colossal Thai Rice,51271885037,3.94,14.3,11.3,1,0,3,9,9.34,19.3,9.29,Rice,Starchy Foods,Starchy Foods,Food
1203,Colossal,Colossal Rice Medly,37085284590,1.46,15.0,12.0,1,1,31,9,15.3,21.8,3.45,Rice,Starchy Foods,Starchy Foods,Food
1513,Jardon,Jardon Thai Rice,78765332102,1.9,13.5,11.5,1,0,33,5,14.3,12.9,9.26,Rice,Starchy Foods,Starchy Foods,Food
1514,Jardon,Jardon Rice Medly,51484315991,0.58,17.4,14.3,0,0,32,11,5.02,22.3,14.9,Rice,Starchy Foods,Starchy Foods,Food
266,Good,Good Imported Beer,84071481823,1.62,6.89,5.88,0,0,13,12,16.2,13.4,7.12,Beer,Beer and Wine,Alcoholic Beverages,Drink
273,Good,Good Light Beer,51705405116,2.18,9.35,6.35,0,0,33,8,20.0,21.1,16.8,Beer,Beer and Wine,Alcoholic Beverages,Drink
577,Walrus,Walrus Imported Beer,25103213191,2.62,6.11,3.11,1,0,31,9,15.8,20.1,17.5,Beer,Beer and Wine,Alcoholic Beverages,Drink
584,Walrus,Walrus Light Beer,70461373925,2.59,17.6,15.6,0,0,31,6,21.3,16.5,18.8,Beer,Beer and Wine,Alcoholic Beverages,Drink
893,Pearl,Pearl Imported Beer,22462159991,0.91,11.6,8.6,0,0,33,7,6.52,18.5,20.3,Beer,Beer and Wine,Alcoholic Beverages,Drink
900,Pearl,Pearl Light Beer,31402359604,1.86,10.3,8.3,0,0,11,5,9.28,11.8,5.64,Beer,Beer and Wine,Alcoholic Beverages,Drink
1204,Portsmouth,Portsmouth Imported Beer,78188839554,2.16,16.2,13.2,1,0,20,10,12.2,4.44,4.97,Beer,Beer and Wine,Alcoholic Beverages,Drink
1211,Portsmouth,Portsmouth Light Beer,19633931517,3.79,16.3,15.2,1,0,5,8,21.8,16.7,14.8,Beer,Beer and Wine,Alcoholic Beverages,Drink
1515,Top Measure,Top Measure Imported Beer,70346650481,1.1,11.8,9.8,1,0,28,13,17.0,8.9,11.0,Beer,Beer and Wine,Alcoholic Beverages,Drink
1522,Top Measure,Top Measure Light Beer,24886158108,1.14,12.8,10.8,0,0,24,12,11.4,12.3,10.6,Beer,Beer and Wine,Alcoholic Beverages,Drink
